album,song_url,song_title,language
Lost Time and Lost Memory,http://www.xiami.com/song/xL13jK994b3,Another Day,国语
Fate/Zero Original Soundtracks Vol.1,http://www.xiami.com/song/mQBsZm89293,Point Zero,日语
Next Episode,http://www.xiami.com/song/bCkLHB147b81,Next Episode (CAKEDUP tree-mix),英语
ELLA,http://www.xiami.com/song/mQMG8p5b321,ELLA,英语
Touched (Slumberjack Edit),http://www.xiami.com/song/8Gu6qyf960b,Touched (Slumberjack Edit),英语
Ball So Hard ,http://www.xiami.com/song/xL2BR8ac1b1,Ball So Hard (VIP Version),英语
Clique (Keys N Krates Remix),http://www.xiami.com/song/xL0z6wca95d,Clique (Keys N Krates Remix),英语
Black Barbies,http://www.xiami.com/song/mSpMIy52055,Black Barbies,英语
Good Night,http://www.xiami.com/song/xL89Ylb4ced,Good Night,韩语
信長協奏曲 オリジナル・サウンドトラック,http://www.xiami.com/song/mQNpHt62ae8,Shutsujin,其他
Bones,http://www.xiami.com/song/8Go4GNe5b9a,Bones,英语
Fourth Dimension,http://www.xiami.com/song/xL6X4ha86bb,Fourth Dimension,英语
Retwonked,http://www.xiami.com/song/mQHSr1eddff,Fuzzy Peach (Loudpvck Remix),英语
Till The AM,http://www.xiami.com/song/xL7c8e1063c,Till The AM,英语
Check The Tempo,http://www.xiami.com/song/xL7B61d1b85,Check The Tempo,英语
Hot N#Gga (Caked Up Remix),http://www.xiami.com/song/JBdEzC1f3d8,Hot N#Gga (Caked Up Remix),英语
Hands In The Air,http://www.xiami.com/song/mQLYJS66e67,Hands In The Air,英语
Yenom,http://www.xiami.com/song/8Gl8FMf2c31,Nacho,英语
Tnght,http://www.xiami.com/song/xLxFwRa123c,Bugg'n,英语
KNK$TA,http://www.xiami.com/song/8GtJR2fa32a,KNK$TA,英语
No.Mercy (노머시) Part.3,http://www.xiami.com/song/mQOy566881d,0 (Young),韩语
Shake,http://www.xiami.com/song/b1qbxzq3ff97,Shake,英语
ARMAGEDDON,http://www.xiami.com/song/8Gu8oYedcb6,Chaos (Original Mix),英语
Thirsty,http://www.xiami.com/song/mQJHEU93ae3,Thirsty,英语
Romance,http://www.xiami.com/song/mQMgBi851a9,Romance,英语
Network,http://www.xiami.com/song/mQEEmpd0aae,Network (Chase & Status Remix),英语
L.A. PU$$Y POP,http://www.xiami.com/song/xL6E5ib0723,L.A. PU$Y POP (ORIGINAL MIX),英语
不要忘记,http://www.xiami.com/song/U5WT2026082,잊어버리지마,韩语
那段爱情,http://www.xiami.com/song/mQ7nkK58f93,그게 사랑,韩语
刹那に過ぎゆく時の中で mix pt.1,http://www.xiami.com/song/xLwGr0badcf,HANABI,日语
去夜店吧,http://www.xiami.com/song/mQJ3ns8a76d,클럽이라도 좀 가,韩语
Cosmology,http://www.xiami.com/song/xLwTZE99e5e,Down to Earth,日语
For Your All Kinds Of Night,http://www.xiami.com/song/8GnVaKf8a14,Venus,韩语
秋天的味道,http://www.xiami.com/song/mQM5A77c55d,가을냄새,韩语
为什么这样,http://www.xiami.com/song/xL4VDu117a1,왜 이래 (You Got),韩语
我身边的丈夫,http://www.xiami.com/song/U5Qd1u2c55b,내편남편,韩语
INNOVATIVE MUSIC​.​-​Insturmental side-,http://www.xiami.com/song/xLyzy5a8171,save the flavor Pt4 -Last sea story-,日语
Goodbye『さようなら』,http://www.xiami.com/song/xLCnJgd21cb,Goodbye『さようなら』,日语
At Your Favorite Place,http://www.xiami.com/song/U56DwH2a376,간격은 허물어졌다,韩语
我也是,http://www.xiami.com/song/xL5G8s1671b,나도 그래,韩语
NBA 2K12,http://www.xiami.com/song/xLuW4pb38b4,Let's Go,英语
Easy Does It,http://www.xiami.com/song/b4ayac2d35,A Rainbow (Can't Be Forever),英语
This World,http://www.xiami.com/song/xLtFvdb9078,This World,英语
徒然,http://www.xiami.com/song/xLyYnUa76ae,괜히,韩语
Gypsy Heart,http://www.xiami.com/song/mQL0jA8aad7,Try,英语
Revival,http://www.xiami.com/song/8GxxmO1c16b,Hands to Myself,英语
Watch Me (Whip / Nae Nae),http://www.xiami.com/song/mQOMNM5f33d,Watch Me (Whip / Nae Nae),英语
All In Two Sixty Dancehalls,http://www.xiami.com/song/bCkBCiU45087,Garden,英语
what2do,http://www.xiami.com/song/mQVbFecf163,what2do,韩语
Swagger,http://www.xiami.com/song/xLwn0Db34b5,Swagger (Original Radio edit),英语
SOFA,http://www.xiami.com/song/mQNg5h5fe92,SOFA,韩语
#501,http://www.xiami.com/song/mQ5aCx5c726,San Francisco,日语
Dalahyo,http://www.xiami.com/song/cqAIDf518d,달아요,韩语
Cherry,http://www.xiami.com/song/mQSMWS723bf,Cherry,韩语
W.D.W,http://www.xiami.com/song/xLDPSwc075e,쎄다,韩语
Young Money: Rise of an Empire,http://www.xiami.com/song/8Go6hKf5ea0,Trophies,英语
Love Anthem,http://www.xiami.com/song/nzCq1be73,Groovin',日语
Rebirth,http://www.xiami.com/song/mQNeEE88bb1,사랑은 없어,韩语
Twinkle Twinkle,http://www.xiami.com/song/b6aLJa7eb6,In My Tin Case,韩语
藁人形売りの少女,http://www.xiami.com/song/xLubINbf914,藁人形売りの少女,日语
Azz Izz,http://www.xiami.com/song/b72V9d7893,He's Mine,英语
Forget Who We Are,http://www.xiami.com/song/mQQykL7f286,Forget Who We Are (Extended Mix),英语
Funky Diamonds,http://www.xiami.com/song/xLunOvc9895,Get It On,英语
Chance EP,http://www.xiami.com/song/mQ5mn755a98,Chance Dub,英语
Something to Believe In,http://www.xiami.com/song/MkrA7c90c,Tripping Out,英语
Shyheim a/k/a the Rugged Child,http://www.xiami.com/song/Mt6B7943b,On and On,英语
Electronic Space Lounge TWO,http://www.xiami.com/song/mQHl6s547b2,Thoughts,英语
那样的你,http://www.xiami.com/song/8GkAkTe2691,그런 너 (Disturbance),韩语
Solo,http://www.xiami.com/song/SUJp57097,He's Not Good Enough,英语
괜찮아 사랑이야 O.S.T Vol.1,http://www.xiami.com/song/8Gsi3O1ca81,I Feel You,韩语
The Vault,http://www.xiami.com/song/bAk7ib36a3,Where I Stand,英语
我怎么了,http://www.xiami.com/song/xL6qvDda6c6,나 왜이래,韩语
Resonant Sounds,http://www.xiami.com/song/xL7Tt3d1bf1,Where You Find Yourself,英语
Immortal Changes,http://www.xiami.com/song/U57yxi2d065,Chordy,英语
Love Supersedes II,http://www.xiami.com/song/JASKc9230b5,Believe In Us,英语
Two Can Play That Game,http://www.xiami.com/song/8Gf4Anf29e3,"Every Little Step (C.J. Mackintosh 7"" Mix)",英语
Souled Out,http://www.xiami.com/song/xL6FT19ae6e,To Love & Die,英语
Someone Else's Heart,http://www.xiami.com/song/mQQBqV66c6c,Immerse,英语
Secret Garden,http://www.xiami.com/song/mQMG726bb0e,せつなくてごめんね,日语
恋のうた,http://www.xiami.com/song/esC7Q32fc4,come again,日语
"Peaceful, the World Lays Me Down",http://www.xiami.com/song/UvzG5a902,5 Years Time,英语
Chuck,http://www.xiami.com/song/OI838742c,Pieces,英语
In Today Already Walks Tomorrow ,http://www.xiami.com/song/go2y343e5a,"It's Dark, It's Cold, It's Winter",英语
Spit Back at the Rain,http://www.xiami.com/song/bAXcO9d873,Blue & Green,英语
The Earth Is Not A Cold Dead Place,http://www.xiami.com/song/OJSA90e21,Your Hand In Mine,英语
Music For Cars,http://www.xiami.com/song/JAVR7C207c9,Chocolate,英语
For My Parents,http://www.xiami.com/song/bf0z9NS33ee4,Dream Odyssey,其他
A footprint of feelings,http://www.xiami.com/song/UVI78d876,A Footprint Of Feelings ,英语
Give Me Beauty... Or Give Me Death!,http://www.xiami.com/song/eWKgX3c1ed,Final Touch / Hidden agenda,英语
60 km/h,http://www.xiami.com/song/JAWmVA22aae,60km/h,国语
Autumn Leaves,http://www.xiami.com/song/xLoGzDabe2a,Dreamless,英语
the book about my idle plot on a vague anxiety,http://www.xiami.com/song/bAwxld96f7,Past And Language,其他
むだい,http://www.xiami.com/song/mQ7kXa573e3,歩こう,日语
Folding Leaves,http://www.xiami.com/song/8GgNElf0707,"Farewell, Stars",英语
Invisible City,http://www.xiami.com/song/b1pTmKh418cc,Reflection,其他
Reassure,http://www.xiami.com/song/xLvnJRbcc87,Reassure,日语
Slides,http://www.xiami.com/song/b9MsRf2085,Between Woodland,英语
Kurr,http://www.xiami.com/song/bAS1jacc9c,Rugla,其他
一年后...,http://www.xiami.com/song/d6Kok2ae23,벌써 일년,韩语
"The Wind, The Sea, The Rain",http://www.xiami.com/song/f9QmR3f396,Nothing Better,韩语
New Thang (MorganJ Remix),http://www.xiami.com/song/b1qjfdJ424ce,New Thang (MorganJ Remix),英语
The Last,http://www.xiami.com/song/mQ3qJe86a76,Because Of You,韩语
No Twerk,http://www.xiami.com/song/b1qbt4Y3c6c9,No Twerk,英语
Jaguar,http://www.xiami.com/song/bqvpEqn39288,Jaguar,英语
Alegria x Isa Te Dijo,http://www.xiami.com/song/mQHTYk66a32,Alegria,英语
Ｘと○と罪と,http://www.xiami.com/song/bqvpyMe5530d,実況中継,日语
Grimey Thirsty (Instant Party! Remix),http://www.xiami.com/song/xL8Yqz1608d,Grimey Thirsty (Instant Party! Remix),英语
Hustle,http://www.xiami.com/song/8GomKtf83bd,Cry Baby (Original Mix),英语
No Flex Zone (Instant Party! Remix),http://www.xiami.com/song/bqvvRwY38ea9,No Flex Zone (Instant Party! Remix),英语
昨日·唯一·更多,http://www.xiami.com/song/iZeI98c6b,写一首歌,国语
Winter Days,http://www.xiami.com/song/xL0cJF189f2,Illuminate the Sky,英语
Crossing Winds,http://www.xiami.com/song/bf0CCba52432,Crossing Winds (Original),英语
两个人,http://www.xiami.com/song/eshBP2d858,두 사람,韩语
My Dreams,http://www.xiami.com/song/mQDH846eef7,My Dreams Of You (Original Mix),英语
Save the flavor,http://www.xiami.com/song/xL0xfMc51bb,Dear You...,日语
Tranquility,http://www.xiami.com/song/xLwLuic8aa3,Tropical Heat Wave,英语
Friends & Family The Prequel Mix,http://www.xiami.com/song/mQAcp0cb56e,Kyoko's Break,英语
Jazzy Folklore,http://www.xiami.com/song/bf0CDI42da83,my leaving,日语
Zion: Light on the Foreign Land,http://www.xiami.com/song/b1pV62R3e8e3,Hanabi,英语
FANTASTIC JOURNEY,http://www.xiami.com/song/8GvLehf724f,Farewell Song,日语
Another Perfect Day,http://www.xiami.com/song/mQUfEU91fe1,Another Perfect Day,日语
“美丽突然发生”巡回演唱会先发决定曲,http://www.xiami.com/song/mQF10r85e50,Easy Come Easy Go,国语
钱买不到我灵魂,http://www.xiami.com/song/xL3Xfa9dfb6,钱买不到我灵魂,国语
My hot girl,http://www.xiami.com/song/xLJoOo10555,My hot girl,国语
【0817 KNOW ME】MIXTAPE,http://www.xiami.com/song/xLHaSEd61aa,弱点,国语
初来炸到 (Prod.by 老道),http://www.xiami.com/song/mQUKJ6d84d9,初来炸到 (Prod.by 老道),国语
American Beauty / American Psycho,http://www.xiami.com/song/8GtAiLfe5ae,Immortals,英语
Blue Neighbourhood,http://www.xiami.com/song/xLETbcc5b31,YOUTH,英语
Now That's What I Call Music! 82,http://www.xiami.com/song/mQCTGO930b4,Whistle,英语
Kokowääh 2 (Original Motion Picture Soundtrack),http://www.xiami.com/song/8GmeNN17857,Hall of Fame,德语
Feint EP2,http://www.xiami.com/song/U5DbFk2749e,My Sunset (Original Mix),英语
Does This Look Infected?,http://www.xiami.com/song/b4GaR11ccf,The Hell Song,英语
I need your Love,http://www.xiami.com/song/mQNelp6c937,I need your Love,英语
Battleground,http://www.xiami.com/song/xLvadObd9cc,Glad You Came,英语
Remember,http://www.xiami.com/song/8Gomr1f0945,Remember (Original Mix),其他
IV,http://www.xiami.com/song/OQAb543ac,Rust Inside ,国语
Better Off Without You,http://www.xiami.com/song/xLAoQOc792e,Better Off Without You,英语
Pilgrim (MS MR Remix),http://www.xiami.com/song/mQMXwj6d406,Pilgrim (MS MR Remix),英语
Virus (How About Now),http://www.xiami.com/song/xL7PAUccac9,Virus (How About Now),英语
Fly Free,http://www.xiami.com/song/xL8cZO1275d,Fly Free,英语
Faded (Julian Calor Remix),http://www.xiami.com/song/mQVIs8625f6,Faded (Julian Calor Remix),英语
Pulsefire Ezreal,http://www.xiami.com/song/bqvmPHy39746,Pulsefire Ezreal,英语
Drops,http://www.xiami.com/song/8GwFJaebff0,Drops,英语
Didn't Know,http://www.xiami.com/song/xLBdBUd4303,Didn't Know,英语
Unstoppable (FKJ Remix),http://www.xiami.com/song/8GvYa6eb28a,Unstoppable (FKJ Remix),英语
Warm Water,http://www.xiami.com/song/mQL9P378db0,Warm Water (Snakehips Remix),英语
Time for a Change,http://www.xiami.com/song/bCkKeTE47aad,Unchained,英语
Sticky High,http://www.xiami.com/song/mQOY9C7e6e6,Keep On Dancing (Juwon Talkbox Origin Full Ver泄露版),英语
Poppin稀有曲库（2015REMIX）,http://www.xiami.com/song/mQNQRB714de,ISM taiwan BATTLE,其他
1 Thing (Cherokee Remix),http://www.xiami.com/song/mQPyV571a70,oneThing (Cherokee Remix),英语
The Remix,http://www.xiami.com/song/xLBCgldcb75,Liquid Spirit (20syl Remix),英语
Life In Grey,http://www.xiami.com/song/mQNbkR6f5ef,Life In Grey,英语
Motifs II,http://www.xiami.com/song/b1qi9XX4276e,Swimming Stone,英语
Easy Easy (20syl Remix),http://www.xiami.com/song/8GsCqJ29960,Easy Easy (20syl Remix),英语
电影《救火英雄》粤语版主题曲,http://www.xiami.com/song/b1qa78j3ccdb,爱最大 (粤),国语
SUPertape,http://www.xiami.com/song/mQJQyo8207a,为此刻而唱,国语
Learn Cantonese,http://www.xiami.com/song/mQQ02t6d556,学广东话,国语
The Best Of Mp4,http://www.xiami.com/song/jkgi9fbeb,乜嘢系恋爱,粤语
Vinyl-CD-MP3,http://www.xiami.com/song/mQ5fmX8e22e,问世上有几多爱,粤语
王可Ⅱ,http://www.xiami.com/song/mQNUrr599d2,讲者第六人,国语
人.社会.钱,http://www.xiami.com/song/mQQSThe4a0b,背你妈的时,国语
Sincere Sarcasm,http://www.xiami.com/song/mQ99yh6968c,Sketch Plane,英语
Gone,http://www.xiami.com/song/JBfxeb2534d,Gone,英语
三百弄,http://www.xiami.com/song/xLGAa2b9cec,三百弄,国语
Ongaku,http://www.xiami.com/song/8GmKsQedfe5,Kono Sekai Ni Umareta Wake,英语
One More Time,http://www.xiami.com/song/mQX0DU6d530,One More Time,英语
New York,http://www.xiami.com/song/mQDK6W52e4b,Werkin' Girls,英语
It Happens When Side A,http://www.xiami.com/song/b1pUUqF42359,Best You've Ever Known,英语
Be With You,http://www.xiami.com/song/mQ6vYg64d7e,Through,英语
Remixes,http://www.xiami.com/song/xLBgVGcbbc0,Money Trees Deuce (su na & mensah flip),英语
TIME,http://www.xiami.com/song/xLGt3Kcf5aa,A Thousand Times,英语
I Still Believe,http://www.xiami.com/song/xLrAaya8880,Statistics,英语
More Issues Than Vogue,http://www.xiami.com/song/mQWie27740e,Not a Little Bit,英语
My Life,http://www.xiami.com/song/xL22Y6123b9,Ride,英语
All Said and Done,http://www.xiami.com/song/bf0D3uZ2d543,All Said and Done,英语
It Happens So Fast,http://www.xiami.com/song/mQQE4Nd4e15,Sexy Us,英语
30 Jahre Hip Hop,http://www.xiami.com/song/bCk89WN473e2,The Message,英语
The Best Disco in Town CD2,http://www.xiami.com/song/8GdgIzfb846,Sex Machine,英语
Time Traveler,http://www.xiami.com/song/xLyEPnd4a27,Walking Away,英语
Feel Good 70s (Boxset),http://www.xiami.com/song/mQ3FW78cb7c, Disco Inferno,英语
One Road,http://www.xiami.com/song/mQAzFZ7b928,"I Love You, Love Me ",英语
Grooves For A Quiet Storm,http://www.xiami.com/song/U5SF0p29b93,Magic Beans,英语
The King Of Beats Vol. 2,http://www.xiami.com/song/mQVR9m8b74f,Jay Dee 40,英语
Madlib Invazion,http://www.xiami.com/song/xL9aq7de785,Song Three,英语
J-88 (Digital Only),http://www.xiami.com/song/mQAicL4c931,The Things You Do (Madlib Remix),英语
Drone Beats & Electric Waves,http://www.xiami.com/song/b1qpz0q40ec0,Scanner Resurrection,英语
Moves Like Jagger,http://www.xiami.com/song/mQ8V8Z89b73,Moves Like Jagger,英语
众乐纪壹 迷城行歌,http://www.xiami.com/song/xL9VtKb3f6f,理想三旬,国语
Music For Men,http://www.xiami.com/song/mQ3uog79314,Heavy Cross,英语
Enjoy the Ride,http://www.xiami.com/song/eUNa038b56,The Boy I Used to Know,英语
Double Diamond,http://www.xiami.com/song/mQ5oxe590c7,Tiger Toy,英语
Fatherfucker,http://www.xiami.com/song/b4YwY1a4d5,Operate,英语
Diras Que Estoy Loco,http://www.xiami.com/song/xLrs0Vd3ae0,Diras que Estoy Loco,西班牙语
Christina Milian,http://www.xiami.com/song/Qdly85615,When You Look At Me,英语
Primadonna,http://www.xiami.com/song/xLwufkc4eea,Primadonna,英语
Odyssey,http://www.xiami.com/song/cRnjg201b7,Never Win,英语
King Of Hearts,http://www.xiami.com/song/xLtZRXcf344,Dedication To My Ex (Miss That) (Feat. Andre 3000 And Lil Wayne),英语
Cansei de Ser Sexy,http://www.xiami.com/song/b4S4zd32c8,Music Is My Hot Hot Sex ,英语
中国移动M-ZONE动感地带主题曲,http://www.xiami.com/song/bbL5a31f9,来电,国语
《三缺一》,http://www.xiami.com/song/xLF3fC1014f,堵沉,国语
野家拳,http://www.xiami.com/song/xL82k2b0bbf,野家拳,国语
"NOW That's What I Call Music, Vol. 39",http://www.xiami.com/song/xLux57ccfce,The Show Goes On,英语
不要挣钱,http://www.xiami.com/song/U5VIUA29030,돈 벌지마 ,韩语
9453,http://www.xiami.com/song/8G0lMof188c,嘻哈庄脚情,闽南语
打铁,http://www.xiami.com/song/8GrHLFe3da2,痴情的男子汉,闽南语
盖伊鞋,http://www.xiami.com/song/8GbpM2f2e67,슈게이저,韩语
Rock Dust Light Star,http://www.xiami.com/song/8GcYKmf43da,White Knuckle Ride,英语
只是那样的午后,http://www.xiami.com/song/b1pVaEK64227,그저 그런 오후,韩语
Someone Told Me,http://www.xiami.com/song/b1qcUDp3d1c6,Someone Told Me (La Felix Remix),英语
歪国人,http://www.xiami.com/song/JBghdR24c70,歪国人,国语
Out Of Town,http://www.xiami.com/song/xLrjWNca821,Maja,英语
RUMINA -another​-​(​remix),http://www.xiami.com/song/xLzv1ud0c56,RUMINA -another​-​(​remix),日语
Love Like Mine (Remixes),http://www.xiami.com/song/mQQIfN63ff7,Love Like Mine (Bee's Knees Remix),英语
Colors of Life,http://www.xiami.com/song/JAZyWu2599b,Madorom-acro jazz laboratories remix-,日语
Plumbicon Versions,http://www.xiami.com/song/Odsw82bb0,Plumbicon [Live in Osaka],英语
Something Forever,http://www.xiami.com/song/U59OTa2b6c0,Illusions,英语
Love Is You,http://www.xiami.com/song/mQHidE6bb48,Love Is You,韩语
Tales of the Forgotten Melodies,http://www.xiami.com/song/cqz5pe21a1,Que Sera,英语
Puff Puff Pass It,http://www.xiami.com/song/b1qhsds42dc1,Puff Puff Pass It,韩语
Fast & Furious (Original Motion Picture Soundtrack),http://www.xiami.com/song/VjeV88a3c,G-Stro,英语
Hip Hop Anthology,http://www.xiami.com/song/8GwtkQe8c0e,Bucktown,英语
Red Gone Wild: Thee Album,http://www.xiami.com/song/eR9ER3598b,Put It Down,英语
theory×FreeTEMPO,http://www.xiami.com/song/8FZOLFf2531,Beautiful Days,日语
4:21... The Day After,http://www.xiami.com/song/NR1U6092b,Got to Have It,英语
Doc's Da Name 2000,http://www.xiami.com/song/b3MqXb9fd5,Da Goodness,英语
The BX Files,http://www.xiami.com/song/b70tnc1d9d,Loadin' Clipz,英语
Brothers from Another,http://www.xiami.com/song/eVpQm3ad65,Set It Off,英语
Guerilla City,http://www.xiami.com/song/JAPfmT1f9c9,Yes Sir,英语
nostalgic,http://www.xiami.com/song/xLHh18cabed,Chiru (Saisei no Uta),英语
Work,http://www.xiami.com/song/xLGYK6b7700,Work (R3hab Remix),英语
想,http://www.xiami.com/song/xLJjcza3116,想,国语
REMIX,http://www.xiami.com/song/bqv3LQY37f94,陪你过冬天,国语
let me see that remix,http://www.xiami.com/song/xLEOTWdc169,催眠（demo version）,国语
让她飞吧remix,http://www.xiami.com/song/JBlaIM3446f,让他飞吧REMIX,国语
Iguana,http://www.xiami.com/song/b9ZEZd29bf,Glamour Girl,英语
The Jazzmasters V,http://www.xiami.com/song/b3gwlcfbda,Live for the Dream,英语
1200 WAYS,http://www.xiami.com/song/xL1LDr1681a,1200 Ways,日语
Origin,http://www.xiami.com/song/mQRX2u7ba9a,Swept Away,英语
Move,http://www.xiami.com/song/xL2YBNbf3ec,Something Divine,英语
Zone of Zen,http://www.xiami.com/song/mQUQd87d539,Zone of Zen,英语
IN YA MELLOW TONE 9.5,http://www.xiami.com/song/mQLBwC7d22a,Away -radio edit-,日语
Twilight,http://www.xiami.com/song/xLrf7acf560,twilight,其他
Once Upon a Time,http://www.xiami.com/song/8Gr0Tae3592,Once Upon a Time,其他
Now That's What I Call Music! 13,http://www.xiami.com/song/bf0s0zz30a34,I Can,英语
À jamais vous,http://www.xiami.com/song/bCkFzoZ4a0f4,À jamais vous,日语
Mindscape,http://www.xiami.com/song/mQ89iT5db76,Gift,其他
12 & 1 SONG,http://www.xiami.com/song/mQACkg52557,カノン,日语
The Design of New World,http://www.xiami.com/song/mQFnkR4db96,Blue in the Photo,日语
绝,http://www.xiami.com/song/iPXP9f264,绝,粤语
Lost and Found,http://www.xiami.com/song/eSjXu3511c,Tell Me Why,英语
Bad Trip,http://www.xiami.com/song/xLGTqeba851,Bad Trip,国语
《Amorous Night》,http://www.xiami.com/song/mQSAOI784eb,Amorous Night,国语
4H2O music,http://www.xiami.com/song/JBh5Wc1fe53,最后一次的爱,国语
你让我的钱包都硬了,http://www.xiami.com/song/mQTNBq8a413,可爱女孩,国语
头文字L,http://www.xiami.com/song/xLASne10d76,头文字L,国语
쇼미더머니 4 - Episode 6,http://www.xiami.com/song/xLCrewad078,Okey Dokey,韩语
又一天,http://www.xiami.com/song/xLF7Vuad836,또 하루,韩语
龟船 Remix,http://www.xiami.com/song/xLDLMOcebf4,거북선 Remix,韩语
舞王,http://www.xiami.com/song/mQYBRW82d5f,Dancing King,韩语
给你宇宙,http://www.xiami.com/song/xLJ1jnb405a,우주를 줄게,韩语
PAGE TWO,http://www.xiami.com/song/bf0JF3A34923,CHEER UP,韩语
怦然心动,http://www.xiami.com/song/8GwqC318d0c,심쿵해,韩语
Why So Lonely,http://www.xiami.com/song/bqv5MiO36f30,Why So Lonely,韩语
フッ,http://www.xiami.com/song/mQ7a9351133,훗 (Hoot),韩语
春春春,http://www.xiami.com/song/bf02s332eda8,봄봄봄,韩语
붐바야,http://www.xiami.com/song/xNatTuc5489,‎BOOMBAYAH‬ (Live),韩语
在同一个地方,http://www.xiami.com/song/xLHbBkc17d9,같은 곳에서,韩语
Baby Baby [Repackage],http://www.xiami.com/song/cWkE02194b,Kissing You,韩语
非常 NICE,http://www.xiami.com/song/8G3Q33f2cac,아주 NICE,韩语
Cabi Song,http://www.xiami.com/song/xLqIf0b8f6f,Cabi Song,韩语
哥哥就是我的Style (泫雅版),http://www.xiami.com/song/8GjK5df2195,Gangnam Style (Hyuna Version),韩语
So 女,http://www.xiami.com/song/8GeriKed027,To Me (내게로..),韩语
先生,http://www.xiami.com/song/b1pM2a04150f,미스터,韩语
Heaven,http://www.xiami.com/song/xL14bvde9f6,First Love,日语
Angels' Story,http://www.xiami.com/song/bf0zCFm33136,ELVIS,韩语
I Love You,http://www.xiami.com/song/clVjAe46d1,너를 사랑해,韩语
曼谷城,http://www.xiami.com/song/xLtorTa664d,방콕시티,韩语
Polaroids (Chloe Martini Remix),http://www.xiami.com/song/mQRdiW8b161,Polaroids (Chloe Martini Remix),英语
黑金时尚,http://www.xiami.com/song/xLBLKVc2172,是你变了,国语
超能力开挂侠,http://www.xiami.com/song/xL8bkmb0cf6,爱你的意义,国语
Never Lonely,http://www.xiami.com/song/xLIiA2d1ad2,Never Lonely,国语
COOL TRIP,http://www.xiami.com/song/U5Wky842db0,COOL TRIP,国语
420,http://www.xiami.com/song/U5Si0k2665a,fly fly fly,国语
每个人听了都会哭的歌,http://www.xiami.com/song/xL9dNmde050,新街口组合－分手在北京,国语
海风上岸,http://www.xiami.com/song/JBkKaO22c7f,海风上岸,国语
without Ü,http://www.xiami.com/song/mQXFob8fc82,没有你（Without Ü）,国语
一个人的圣诞,http://www.xiami.com/song/8G01TIe96d2,一个人的圣诞,国语
young wild free,http://www.xiami.com/song/bf0DDz749577,Good Day,国语
ok ok,http://www.xiami.com/song/8GvFlaeac83,距离,国语
MY Dream will go on,http://www.xiami.com/song/mQWV4E54a84,MY Dream will go on  FT 江澈,国语
你怎么还不睡 remix,http://www.xiami.com/song/U5U8lC2c1e8,你怎么还不睡 remix,国语
2015湖南卫视跨年演唱会,http://www.xiami.com/song/mQNUGc8f5b1,闹啥子嘛闹 (Live),国语
夜下关,http://www.xiami.com/song/mQUWe054895,夜下关,国语
Patience / 军火库,http://www.xiami.com/song/mQQF1F4ba13,Patience / 军火库 Featuring 谢帝,国语
Conversation,http://www.xiami.com/song/JAOSbi2281c,Eastside LB,英语
《General of Air Force》,http://www.xiami.com/song/mQUjfI9b8dc,《空军上将》,国语
猴哥给我变点钱来花,http://www.xiami.com/song/xLGhbqa8ae4,猴哥给我变点钱来花,国语
挨打 Remix,http://www.xiami.com/song/mQPJSq4fe4f,挨打 Remix,国语
山云雾雨,http://www.xiami.com/song/mQVKRy911db,在海边feat.德宏老爹,国语
Lucky!,http://www.xiami.com/song/b1r8UMN405eb,Lucky!,国语
《FUCK OFF》,http://www.xiami.com/song/xLBg7ac632e,FUCK OFF(CoCo remix),国语
Rock With U,http://www.xiami.com/song/U5W5Vq2963e,Rock With U,国语
+归去来兮辞,http://www.xiami.com/song/bqv2Qt4353ba,兰亭疾叙Remix,国语
《KING JAMES》,http://www.xiami.com/song/mQQt4y5a875,KING JAMES,国语
Soundtrack To A Lost Film,http://www.xiami.com/song/ODB861883,Love Is,英语
The Passage,http://www.xiami.com/song/mQ3kBJ73ea1,인사(produced By Kebee),韩语
精氣神All Stars,http://www.xiami.com/song/mQRr4c80f50,失神者亡,其他
孤单并肩,http://www.xiami.com/song/8G31YAefa69,Stay Alone Together,国语
[e],http://www.xiami.com/song/JAKYrd1fd15,Oceans. Sand. Trees,韩语
소리헤다,http://www.xiami.com/song/bf0uM7K2e34c,별이 빛나는 밤에,韩语
Happened To Meet You,http://www.xiami.com/song/8HLGy6ecee7,刚好遇见你,国语
What If...,http://www.xiami.com/song/xMPr7Lbbb28,如果我们不曾相遇,国语
电影《何以笙箫默》插曲,http://www.xiami.com/song/mQPtm94f009,默,国语
电影《大话西游》插曲,http://www.xiami.com/song/ckB1Wf7591,一生所爱,粤语
Native,http://www.xiami.com/song/b1pXM6x3ec7f,Counting Stars,英语
Call Me Maybe,http://www.xiami.com/song/mQ9Q2J5de1d,Call Me Maybe,英语
第三季 那英组考核,http://www.xiami.com/song/mQMvp78a7cc,哭砂 (Live),国语
电视剧《何以笙箫默》片尾曲,http://www.xiami.com/song/xL8T04ca25b,何以爱情,国语
电视剧《女医明妃传》主题曲,http://www.xiami.com/song/mQN2Lh74237,大雨将至,国语
《三生三世十里桃花》凉凉,http://www.xiami.com/song/U7sNeE28564,凉凉 (Cover张碧晨;杨宗纬),国语
电视剧《神犬小七》主题曲,http://www.xiami.com/song/xLBiT7a327a,不要忘记我爱你,国语
Bravo Hits Vol. 93,http://www.xiami.com/song/xLIKfUb3345,Cheap Thrills,英语
Me and My Broken Heart,http://www.xiami.com/song/mQIXs16ca86,Me and My Broken Heart,英语
